Date,Close,Volume
2013-01-10,1589.87,0
2013-01-11,1587.21,0
2013-01-14,1584.45,0
2013-01-15,1583.76,0
2013-01-16,1583.12,0
2013-01-17,1589.45,0
2013-01-18,1588.06,0
2013-01-21,1589.23,0
2013-01-22,1588.57,0
2013-01-23,1591.93,0
2013-01-24,1594.01,0
2013-01-28,1596.22,0
2013-01-29,1596.81,0
2013-01-30,1603.26,0
2013-01-31,1613.76,0
2013-02-01,1619.38,0
2013-02-04,1620.81,0
2013-02-05,1610.48,0
2013-02-06,1611.1,0
2013-02-07,1612.62,0
2013-02-08,1612.47,0
2013-02-13,1613.15,0
2013-02-14,1607.69,0
2013-02-15,1603.71,0
2013-02-18,1607.81,0
2013-02-19,1606.86,0
2013-02-20,1605.38,0
2013-02-21,1600.08,0
2013-02-22,1602.11,0
2013-02-25,1599.74,0
2013-02-26,1599.58,0
2013-02-27,1595.78,0
2013-02-28,1597.88,0
2013-03-01,1598.87,0
2013-03-04,1600.05,0
2013-03-05,1603.76,0
2013-03-06,1605.12,0
2013-03-07,1602.02,0
2013-03-08,1604.22,0
2013-03-11,1600.17,0
2013-03-12,1599.08,0
2013-03-13,1593.18,0
2013-03-14,1591.37,0
2013-03-15,1587.24,0
2013-03-18,1585.13,0
2013-03-19,1575.21,0
2013-03-20,1570.52,0
2013-03-21,1572.77,0
2013-03-22,1570.06,0
2013-03-25,1562.35,0
2013-03-26,1570.41,0
2013-03-27,1571.44,0
2013-03-28,1579.32,0
2013-04-01,1576.28,0
2013-04-02,1571.77,0
2013-04-03,1575.06,0
2013-04-04,1574.15,0
2013-04-05,1570.41,0
2013-04-08,1568.28,0
2013-04-09,1567.67,0
2013-04-10,1573.87,0
2013-04-11,1574.92,0
2013-04-12,1571.2,0
2013-04-15,1567.35,0
2013-04-16,1570.0,0
2013-04-17,1564.01,0
2013-04-18,1566.13,0
2013-04-19,1565.95,0
2013-04-22,1555.1,0
2013-04-23,1556.97,0
2013-04-24,1551.69,0
2013-04-25,1550.8,0
2013-04-26,1550.41,0
2013-04-29,1547.52,0
2013-04-30,1549.0,0
2013-05-02,1540.78,0
2013-05-03,1541.79,0
2013-05-06,1540.13,0
2013-05-07,1539.75,0
2013-05-08,1539.67,0
2013-05-09,1536.87,0
2013-05-10,1541.05,0
2013-05-13,1542.91,0
2013-05-14,1548.2,0
2013-05-15,1547.21,0
2013-05-16,1552.87,0
2013-05-17,1552.92,0
2013-05-20,1552.45,0
2013-05-21,1553.68,0
2013-05-22,1552.59,0
2013-05-23,1554.21,0
2013-05-24,1551.31,0
2013-05-27,1548.05,0
2013-05-28,1550.11,0
2013-05-29,1551.27,0
2013-05-31,1549.36,0
2013-06-03,1545.45,0
2013-06-04,1538.29,0
2013-06-05,1524.92,0
2013-06-06,1512.61,0
2013-06-07,1513.41,0
2013-06-10,1499.83,0
2013-06-11,1460.47,0
2013-06-12,1466.67,0
2013-06-13,1482.79,0
2013-06-14,1472.98,0
2013-06-17,1474.89,0
2013-06-18,1460.91,0
2013-06-19,1450.36,0
2013-06-20,1425.67,0
2013-06-21,1419.01,0
2013-06-24,1399.88,0
2013-06-25,1422.5,0
2013-06-26,1430.82,0
2013-06-27,1432.98,0
2013-06-28,1437.76,0
2013-07-01,1437.04,0
2013-07-02,1428.68,0
2013-07-03,1432.78,0
2013-07-04,1421.15,0
2013-07-05,1423.97,0
2013-07-08,1425.02,0
2013-07-10,1419.15,0
2013-07-11,1416.12,0
2013-07-12,1412.05,0
2013-07-15,1407.48,0
2013-07-16,1410.47,0
2013-07-17,1406.12,0
2013-07-18,1410.3,0
2013-07-19,1415.39,0
2013-07-22,1419.81,0
2013-07-23,1430.93,0
2013-07-24,1428.35,0
2013-07-25,1425.77,0
2013-07-26,1429.62,0
2013-07-29,1427.97,0
2013-07-30,1429.65,0
2013-07-31,1427.11,0
2013-08-01,1424.68,0
2013-08-02,1418.52,0
2013-08-05,1421.89,0
2013-08-06,1411.92,0
2013-08-07,1409.43,0
2013-08-08,1406.49,0
2013-08-09,1414.83,0
2013-08-12,1410.1,0
2013-08-13,1405.68,0
2013-08-14,1403.65,0
2013-08-15,1403.92,0
2013-08-16,1402.45,0
2013-08-19,1389.62,0
2013-08-20,1390.45,0
2013-08-21,1381.56,0
2013-08-22,1379.16,0
2013-08-23,1374.86,0
2013-08-26,1375.92,0
2013-08-27,1370.42,0
2013-08-28,1362.63,0
2013-08-29,1366.59,0
2013-08-30,1375.0,0
2013-09-02,1384.78,0
2013-09-03,1386.97,0
2013-09-04,1386.83,0
2013-09-05,1385.22,0
2013-09-06,1386.42,0
2013-09-09,1384.83,0
2013-09-10,1384.04,0
2013-09-11,1381.96,0
2013-09-12,1377.55,0
2013-09-13,1375.76,0
2013-09-16,1374.02,0
2013-09-17,1372.65,0
2013-09-18,1376.29,0
2013-09-19,1378.5,0
2013-09-20,1380.95,0
2013-09-23,1379.49,0
2013-09-24,1379.76,0
2013-09-25,1388.39,0
2013-09-26,1389.84,0
2013-09-27,1392.47,0
2013-09-30,1400.93,0
2013-10-01,1402.08,0
2013-10-02,1407.31,0
2013-10-03,1406.08,0
2013-10-04,1412.63,0
2013-10-07,1406.75,0
2013-10-08,1406.74,0
2013-10-09,1407.53,0
2013-10-10,1403.38,0
2013-10-11,1405.86,0
2013-10-14,1410.94,0
2013-10-15,1409.9,0
2013-10-16,1409.57,0
2013-10-17,1406.48,0
2013-10-18,1407.95,0
2013-10-21,1410.1,0
2013-10-22,1417.19,0
2013-10-23,1420.51,0
2013-10-24,1421.04,0
2013-10-25,1423.1,0
2013-10-28,1420.05,0
2013-10-29,1418.21,0
2013-10-30,1419.48,0
2013-10-31,1423.1,0
2013-11-01,1426.54,0
2013-11-04,1425.13,0
2013-11-05,1421.3,0
2013-11-06,1424.16,0
2013-11-07,1422.88,0
2013-11-08,1420.76,0
2013-11-11,1412.62,0
2013-11-12,1412.75,0
2013-11-13,1408.52,0
2013-11-14,1414.38,0
2013-11-18,1413.85,0
2013-11-19,1411.81,0
2013-11-21,1413.53,0
2013-11-22,1413.05,0
2013-11-25,1408.52,0
2013-11-26,1406.59,0
2013-11-27,1405.05,0
2013-11-28,1406.25,0
2013-11-29,1411.67,0
2013-12-02,1407.18,0
2013-12-03,1403.88,0
2013-12-04,1399.89,0
2013-12-05,1388.53,0
2013-12-06,1386.4,0
2013-12-09,1378.07,0
2013-12-10,1380.54,0
2013-12-11,1373.73,0
2013-12-12,1370.13,0
2013-12-13,1364.76,0
2013-12-16,1363.48,0
2013-12-17,1364.54,0
2013-12-18,1359.07,0
2013-12-19,1363.19,0
2013-12-20,1372.09,0
2013-12-23,1360.33,0
2013-12-26,1363.0,0
2013-12-27,1372.56,0
2013-12-30,1374.7,0
2014-01-02,1376.31,0
2014-01-03,1374.91,0
2014-01-06,1374.54,0
2014-01-07,1374.34,0
2014-01-08,1370.32,0
2014-01-09,1363.67,0
2014-01-10,1349.92,0
2014-01-13,1348.09,0
2014-01-14,1347.07,0
2014-01-15,1347.01,0
2014-01-16,1335.21,0
2014-01-17,1332.07,0
2014-01-20,1329.05,0
2014-01-21,1318.76,0
2014-01-22,1313.22,0
2014-01-23,1307.9,0
2014-01-24,1298.08,0
2014-01-27,1289.27,0
2014-01-28,1286.96,0
2014-01-29,1272.36,0
2014-01-30,1274.17,0
2014-01-31,1282.04,0
2014-02-03,1265.54,0
2014-02-04,1256.79,0
2014-02-05,1250.37,0
2014-02-06,1241.3,0
2014-02-07,1238.36,0
2014-02-10,1231.3,0
2014-02-11,1233.91,0
2014-02-12,1234.49,0
2014-02-13,1237.5,0
2014-02-14,1243.78,0
2014-02-17,1247.78,0
2014-02-18,1251.43,0
2014-02-19,1256.96,0
2014-02-20,1259.54,0
2014-02-21,1275.76,0
2014-02-24,1284.0,0
2014-02-25,1296.49,0
2014-02-26,1303.46,0
2014-02-27,1316.2,0
2014-02-28,1330.42,0
2014-03-05,1339.55,0
2014-03-06,1337.75,0
2014-03-07,1337.25,0
2014-03-10,1327.47,0
2014-03-11,1329.65,0
2014-03-12,1327.98,0
2014-03-13,1323.42,0
2014-03-14,1321.58,0
2014-03-17,1322.54,0
2014-03-18,1323.29,0
2014-03-19,1324.9,0
2014-03-20,1323.39,0
2014-03-21,1327.86,0
2014-03-24,1325.66,0
2014-03-25,1327.44,0
2014-03-26,1330.2,0
2014-03-27,1332.81,0
2014-03-28,1332.94,0
2014-03-31,1336.07,0
2014-04-01,1335.17,0
2014-04-02,1336.6,0
2014-04-03,1338.64,0
2014-04-04,1339.14,0
2014-04-07,1340.29,0
2014-04-08,1337.38,0
2014-04-09,1336.22,0
2014-04-10,1336.21,0
2014-04-11,1337.62,0
2014-04-14,1343.55,0
2014-04-15,1346.13,0
2014-04-16,1343.47,0
2014-04-17,1344.76,0
2014-04-22,1344.88,0
2014-04-23,1345.93,0
2014-04-24,1347.09,0
2014-04-25,1347.44,0
2014-04-28,1349.62,0
2014-04-29,1348.59,0
2014-04-30,1350.76,0
2014-05-02,1359.12,0
2014-05-05,1357.66,0
2014-05-06,1357.1,0
2014-05-07,1355.6,0
2014-05-08,1358.08,0
2014-05-09,1358.24,0
2014-05-12,1357.77,0
2014-05-13,1357.74,0
2014-05-14,1361.4,0
2014-05-15,1363.2,0
2014-05-16,1360.47,0
2014-05-19,1360.43,0
2014-05-20,1358.59,0
2014-05-21,1359.81,0
2014-05-22,1357.78,0
2014-05-23,1357.91,0
2014-05-26,1357.56,0
2014-05-27,1358.47,0
2014-05-28,1361.01,0
2014-05-29,1364.6,0
2014-05-30,1369.25,0
